work_id,parliament_house,mp_name,state,constituency,elected_nominated,work_category,work_description,recommended_amount,recommended_date,sanctioned_amount,sanction_date,completion_amount,completion_date,work_status_raw,has_recommended,has_sanctioned,has_expenditure,has_completed,is_unmatched_work,lifecycle_status
WS/MP18205/2024-2025/148717,Lok Sabha,Sanatan Pandey,Uttar Pradesh,BALLIA,,Normal/Others,Installation of Semi High Mast Lights at different places as per attached recommendation letter.,216470.0,2024-10-21,,,,,,True,False,False,False,False,Recommended (Pending Sanction)
WS/MP18205/2024-2025/148718,Lok Sabha,Sanatan Pandey,Uttar Pradesh,BALLIA,,Normal/Others,Installation of Semi High Mast Lights at different places as per attached recommendation letter.,216470.0,2024-10-21,,,,,,True,False,False,False,False,Recommended (Pending Sanction)
WS/MP18205/2024-2025/148719,Lok Sabha,Sanatan Pandey,Uttar Pradesh,BALLIA,,Normal/Others,Installation of Semi High Mast Lights at different places as per attached recommendation letter. Please ignore Ghazipur letter,216470.0,2024-10-21,,,,,,True,False,False,False,False,Recommended (Pending Sanction)
WS/MP18205/2024-2025/148720,Lok Sabha,Sanatan Pandey,Uttar Pradesh,BALLIA,,Normal/Others,Installation of Semi High Mat Lights at different places as per attached recommendation letter Revised Letter Attached,216400.0,2024-10-21,,,,,,True,False,False,False,False,Recommended (Pending Sanction)
WS/MP18205/2024-2025/148721,Lok Sabha,Sanatan Pandey,Uttar Pradesh,BALLIA,,Normal/Others,Installation of Semi High Mat Lights at different places as per attached recommendation letter Revised Letter Attached,216400.0,2024-10-21,,,,,,True,False,False,False,False,Recommended (Pending Sanction)
WS/MP18205/2024-2025/148722,Lok Sabha,Sanatan Pandey,Uttar Pradesh,BALLIA,,Normal/Others,Installation of Semi High Mat Lights at different places as per attached recommendation letter Revised Letter Attached,216400.0,2024-10-21,,,,,,True,False,False,False,False,Recommended (Pending Sanction)
WS/MP18205/2024-2025/148723,Lok Sabha,Sanatan Pandey,Uttar Pradesh,BALLIA,,Normal/Others,Installation of Semi High Mat Lights at different places as per attached recommendation letter Revised Letter Attached,216400.0,2024-10-21,,,,,,True,False,False,False,False,Recommended (Pending Sanction)
WS/MP18205/2024-2025/148724,Lok Sabha,Sanatan Pandey,Uttar Pradesh,BALLIA,,Normal/Others,Installation of Semi High Mat Lights at different places as per attached recommendation letter Revised Letter Attached,216400.0,2024-10-21,,,,,,True,False,False,False,False,Recommended (Pending Sanction)
WS/MP18205/2024-2025/148725,Lok Sabha,Sanatan Pandey,Uttar Pradesh,BALLIA,,Normal/Others,Installation of Semi High Mat Lights at different places as per attached recommendation letter Revised Letter Attached,216400.0,2024-10-21,,,,,,True,False,False,False,False,Recommended (Pending Sanction)
WS/MP18390/2026-2027/148734,Lok Sabha,Afzal Ansari,Uttar Pradesh,GHAZIPUR,,Normal/Others,"Construction of CC Road: Kshetr Panchayat - Saidpur, Gram Panchayat - Ishopur From Highway to Dih Baba Mandir 100 Mtr x 2.40 Mtr x 10 cm Development Agency - Kshetr Panchayat Saidpur",400000.0,2024-10-21,,,,,,True,False,True,False,False,Recommended (Pending Sanction)
WS/MP18390/2026-2027/148735,Lok Sabha,Afzal Ansari,Uttar Pradesh,GHAZIPUR,,Normal/Others,Construction of CC Road: Kshetr Panchayat - Saidpur Gram Panchayat - Fardiha From Ram Saran's residence to Ramjeet's Residence 100 Mtr x 2.40 Mtr x 10 cm Development Agency - Kshetr Panchayat,400000.0,2024-10-21,,,,,,True,False,True,False,False,Recommended (Pending Sanction)
WS/MP18390/2024-2025/148736,Lok Sabha,Afzal Ansari,Uttar Pradesh,GHAZIPUR,,Normal/Others,Construction of CC Road: Khetr Panchayat - Devkali Gram Panchayat - Seyanwa From Pitch Road to Kamlesh Ram's residence 100 Mtr x 2.40 Mtr x 10 cm Development Agency - Kshetr Panchayat,400000.0,2024-10-21,,,,,,True,False,False,False,False,Recommended (Pending Sanction)
WS/MP18390/2024-2025/148737,Lok Sabha,Afzal Ansari,Uttar Pradesh,GHAZIPUR,,Normal/Others,"Construction of CC Road: Kshetr Panchayat Bhadora, Gram Panchayat - Pathara,  From T.V. Road to Ramashankar Yadav's Residence 150 Mtr x 2.40 Mtr x 10 cm",600000.0,2024-10-21,,,,,,True,False,False,False,False,Recommended (Pending Sanction)
WS/MP18390/2024-2025/148738,Lok Sabha,Afzal Ansari,Uttar Pradesh,GHAZIPUR,,Normal/Others,"Construction of CC Road: Kshetr Panchayat Bhadora, Gram Panchayat - Amaura, East Side - Deval Marg to Shiv Mandir 150 mtr x 2.40 Mtr x 10 cm Development Agency - Kshetr Panchayat",600000.0,2024-10-21,,,,,,True,False,False,False,False,Recommended (Pending Sanction)
WS/MP18228/2024-2025/148742,Lok Sabha,Priya Saroj,Uttar Pradesh,MACHHLISHAHR(SC),,Normal/Others,"1- RITESH KUMAR YADAV S\O MAHENDRA PRATAP YADAV,  2- RAVI RAJBHAR S\O PATIRAM RAJBHAR, 3- PRADEEP BIND S\O KATWAROO,  4- SUBEDAR YADAV S\O LAL JI YADAV K GHAR KUL 04 NAG SOLAR LIGHT",83584.0,2024-11-21,,,83584.0,2026-02-02,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18228/2024-2025/148743,Lok Sabha,Priya Saroj,Uttar Pradesh,MACHHLISHAHR(SC),,Normal/Others,"1- DHARMENDRA BIND S\O SHRI HARIYAT , 2- SANTOSH KUMAR S\O SATIRAM YADAV K GHAR KUL 02 NAG SOLAR LIGHT",41792.0,2024-11-21,,,41792.0,2026-02-02,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18228/2024-2025/148744,Lok Sabha,Priya Saroj,Uttar Pradesh,MACHHLISHAHR(SC),,Normal/Others,JOGINDAR BIND S\O BANSH RAJ BIND K GHAR 01 NAG SOLAR LIGHT,20896.0,2024-11-21,,,20896.0,2026-02-02,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18390/2025-2026/148748,Lok Sabha,Afzal Ansari,Uttar Pradesh,GHAZIPUR,,Normal/Others,"Construction of CC Road: Gram Panchayat Alipur Madra, From Bhudkhuda Manjhanpur marg via Mahendra Yadav's Tubewell to Ramesh Yadav's Residence 150 Mtr x 2.40 Mtr x 10 cm Development Agency - R.E.S Ghazipur",600000.0,2024-10-21,,,,,,True,False,False,False,False,Recommended (Pending Sanction)
WS/MP18228/2024-2025/148753,Lok Sabha,Priya Saroj,Uttar Pradesh,MACHHLISHAHR(SC),,Normal/Others,"1- AMIT GAUTAM S\O MOHAN RAM , 2- DAYA RAM YADAV S\O RAM DULAR YADAV, 3- CHANDAN YADAV S\O SHYAM BALI YADAV K GHAR KUL 03  NAG SOLAR LIGHT",62688.0,2024-11-21,,,62688.0,2026-02-02,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18228/2024-2025/148754,Lok Sabha,Priya Saroj,Uttar Pradesh,MACHHLISHAHR(SC),,Normal/Others,NAVNEET KUMAR YADAV S\O RAM KEWAL YADAV K GHAR 01 NAG SOLAR LIGHT,20896.0,2024-11-21,,,20896.0,2026-02-02,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18228/2024-2025/148755,Lok Sabha,Priya Saroj,Uttar Pradesh,MACHHLISHAHR(SC),,Normal/Others,"1- AJAY RAJBHAR S\O LALTA RAJBHAR , 2- PINTU YADAV S\O RAM MURAT YADAV K GHAR KUL 02 NAG SOLAR LIGHT",41792.0,2024-11-21,,,41792.0,2026-02-02,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18228/2024-2025/148756,Lok Sabha,Priya Saroj,Uttar Pradesh,MACHHLISHAHR(SC),,Normal/Others,"1- ARVIND YADAV S\O SAMAI YADAV, 2- ANDEEP YADAV S\O MAHENDRA PRASAD YADAV, 3- SUBASH CHANDRA YADAV S\O BACHCHAN RAM YADAV K GHAR KUL 03 NAG SOLAR LIGHT",62688.0,2024-11-21,,,62688.0,2026-02-02,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18228/2024-2025/148757,Lok Sabha,Priya Saroj,Uttar Pradesh,MACHHLISHAHR(SC),,Normal/Others,SITAI RAJBHAR S\O SUKKHOO RAJBHAR K GHAR 01 NAG SOLAR LIGHT,20900.0,2024-11-21,,,,,,True,False,False,False,False,Recommended (Pending Sanction)
WS/MP18228/2024-2025/148758,Lok Sabha,Priya Saroj,Uttar Pradesh,MACHHLISHAHR(SC),,Normal/Others,MAYA KANT YADAV S\O RAM KARAN YADAV K GHAR 01 NAG SOLAR LIGHT,20896.0,2024-11-21,,,20896.0,2026-01-30,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18228/2024-2025/148759,Lok Sabha,Priya Saroj,Uttar Pradesh,MACHHLISHAHR(SC),,Normal/Others,"1- AJAY PATNAYAK S\O RAM NARAYAN, 2- GUNWANT MAURYA S\O SUKHRAM MAURYA, 3- AWADHESH YADAV S\O MOHAN LAL, 4- KRISHNA YADAV S\O LATE. RAM PRASAD K GHAR KUL 04 NAG SOLAR LIGHT",83584.0,2024-11-21,,,83584.0,2026-02-02,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18228/2024-2025/148760,Lok Sabha,Priya Saroj,Uttar Pradesh,MACHHLISHAHR(SC),,Normal/Others,MANOJ BENVANSHI S\O RAJ BAHADUR K GHAR 01 NAG SOLAR LIGHT,20896.0,2024-11-21,,,20896.0,2026-02-02,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18390/2024-2025/148761,Lok Sabha,Afzal Ansari,Uttar Pradesh,GHAZIPUR,,Normal/Others,"Construction of CC Road: Kshetr Panchayat Birno, Gram Panchayat Manpur, From Rajendra Yadav's Residence to Ram Darash Ram's Residence (Dalit Basti) 150 Mtr x 2.40 Mtr x 10 cm Development Agency - RES Ghazipur",816000.0,2024-10-21,,,,,,True,False,False,False,False,Recommended (Pending Sanction)
WS/MP18390/2024-2025/148762,Lok Sabha,Afzal Ansari,Uttar Pradesh,GHAZIPUR,,Normal/Others,"Construction of CC Road: Kshetr Panchayat Sadar, Gram Panchayat Bidiapara, From Guddu Yadav's Residence to Ram Janam's Residence 150 Mtr x 2.40 Mtr x 10 cm Development Agency - RES Ghazipur",650000.0,2024-10-21,,,,,,True,False,False,False,False,Recommended (Pending Sanction)
WS/MP18390/2024-2025/148763,Lok Sabha,Afzal Ansari,Uttar Pradesh,GHAZIPUR,,Normal/Others,"Construction of CC Road: Kshetr Panchayat Sadar, Gram Panchayat Bidiapara, From Mauza Chak Husain, Khalisapur, Nahar to Dalit basti Moti Ram's Residence residence 165 Mtrx 2.40 Mtr x 10 cm Development Agency - RES Ghazipur",806333.0,2024-10-21,,,806333.0,2026-01-20,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18390/2024-2025/148765,Lok Sabha,Afzal Ansari,Uttar Pradesh,GHAZIPUR,,Normal/Others,"Construction of CC Road: Kshetr Panchayat Karanda, Gram Panchayat Sokhani From Azaad Master's residence to Bahadur Yadav's Residence 120 Mtr x 2.40 Mtr x 10 cm Development Agency - RES Ghazipur",700000.0,2024-10-21,,,,,,True,False,False,False,False,Recommended (Pending Sanction)
WS/MP18390/2025-2026/148766,Lok Sabha,Afzal Ansari,Uttar Pradesh,GHAZIPUR,,Normal/Others,"Construction of CCbRoad: Kshetr Panchayat Sadar Ghazipur, Gram Panchayat Atrauli, From Amarnath Yadav's Residence to Ramavtar Sharma's Residence 50 Mtr x 2.40 Mtr x 10 cm",200000.0,2024-10-21,,,,,,True,False,False,False,False,Recommended (Pending Sanction)
WS/MP18390/2024-2025/148767,Lok Sabha,Afzal Ansari,Uttar Pradesh,GHAZIPUR,,Normal/Others,"Construction of CC Road: Nagar Palika Parihad Ghazipur,  From NH 29, Varanasi Main road to Shiv Ram Yadav's Residence 100 Mtr x 2.40 Mtr x 10cm Development Agency - RES Ghaziput",400000.0,2024-10-21,,,,,,True,False,False,False,False,Recommended (Pending Sanction)
WS/MP18228/2024-2025/148768,Lok Sabha,Priya Saroj,Uttar Pradesh,MACHHLISHAHR(SC),,Normal/Others,AVNINDRA YADAV S\O RAJ NATH YADAV K GHAR 01 NAG SOLAR LIGHT,20896.0,2024-11-21,,,20896.0,2026-02-02,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18228/2024-2025/148769,Lok Sabha,Priya Saroj,Uttar Pradesh,MACHHLISHAHR(SC),,Normal/Others,"1- ASHISH YADAV S\O NANHAKOO YADAV, 2- SANTOSH BIND S\O NAND LAL BIND K GHAR KUL 02 NAG SOLAR LIGHT",41792.0,2024-11-21,,,41792.0,2026-02-02,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18228/2024-2025/148770,Lok Sabha,Priya Saroj,Uttar Pradesh,MACHHLISHAHR(SC),,Normal/Others,ASHISH YADAV S\O DASHRATH YADAV K GHAR 01  NAG SOLAR LIGHT,20896.0,2024-11-21,,,20896.0,2026-02-02,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18227/2024-2025/148771,Lok Sabha,Daroga Prasad Saroj,Uttar Pradesh,LALGANJ (SC),,Normal/Others,Tahsil bar me solar painal ka nirmad,1206957.0,2024-10-22,,,1206957.0,2026-03-25,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18227/2024-2025/148772,Lok Sabha,Daroga Prasad Saroj,Uttar Pradesh,LALGANJ (SC),,Normal/Others,tahsil bar me solar painal ka nirmad,1206957.0,2024-10-22,,,1206957.0,2026-03-25,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18227/2024-2025/148773,Lok Sabha,Daroga Prasad Saroj,Uttar Pradesh,LALGANJ (SC),,Normal/Others,mohanpur patuwas me solar painal,1609758.0,2024-10-22,,,1609758.0,2026-03-25,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18227/2024-2025/148774,Lok Sabha,Daroga Prasad Saroj,Uttar Pradesh,LALGANJ (SC),,Normal/Others,Gram rovapar me highmast light,284857.0,2024-10-22,,,284857.0,2026-03-25,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18227/2024-2025/148775,Lok Sabha,Daroga Prasad Saroj,Uttar Pradesh,LALGANJ (SC),,Normal/Others,Gram rajjabpur me highmast light,285000.0,2024-10-22,,,,2026-03-25,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18227/2024-2025/148776,Lok Sabha,Daroga Prasad Saroj,Uttar Pradesh,LALGANJ (SC),,Normal/Others,Gram doman pur me highmast light,284857.0,2024-10-22,,,284857.0,2026-03-25,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18227/2024-2025/148777,Lok Sabha,Daroga Prasad Saroj,Uttar Pradesh,LALGANJ (SC),,Normal/Others,Gram kalichbad me highmast light kary,284857.0,2024-10-22,,,284857.0,2026-03-25,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18228/2024-2025/148778,Lok Sabha,Priya Saroj,Uttar Pradesh,MACHHLISHAHR(SC),,Normal/Others,UNA SHANKAR YADAV S\O LALTA PRASAD YADAV K GHAR 01 NAG SOLAR LIGHT,20896.0,2024-11-21,,,20896.0,2026-02-02,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18228/2024-2025/148779,Lok Sabha,Priya Saroj,Uttar Pradesh,MACHHLISHAHR(SC),,Normal/Others,"1- VIKRAM YADAV S\O RAM ASHRE YADAV, 2- SUNIL RAJBHAR S\O SHIV CHARAN K GHAR KUL 02 NAG SOLAR LIGHT",41792.0,2024-11-21,,,41792.0,2026-02-02,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18228/2024-2025/148780,Lok Sabha,Priya Saroj,Uttar Pradesh,MACHHLISHAHR(SC),,Normal/Others,"1- ABID SIDDIQUE S\O MOHD. ARIF, 2- AFSAR ANSARI S\O MOH. ISLAM, 3- SHOBH NATH YADAV S\O MANNU LAL YADAV, 4- MOOLCHAND YADAV S\O RAM LAKHAN YADAV K GHAR KUL 4 NAG SOLAR LIGHT",83584.0,2024-11-21,,,83584.0,2026-02-02,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18228/2024-2025/148781,Lok Sabha,Priya Saroj,Uttar Pradesh,MACHHLISHAHR(SC),,Normal/Others,"1- MAHENDRA PRASAD SAROJ S\O SIYARAM SAROJ, 2- PAWAN GAUD S\O JILEDAR K GHAR KUL 02 NAG SOLAR LIGHT",41792.0,2024-11-21,,,41792.0,2026-02-02,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18228/2024-2025/148782,Lok Sabha,Priya Saroj,Uttar Pradesh,MACHHLISHAHR(SC),,Normal/Others,RAMESH YADAV S\O LAL BAHADUR K GHAR 01 NAG SOLAR LIGHT,20896.0,2024-11-21,,,20896.0,2026-02-02,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18227/2024-2025/148783,Lok Sabha,Daroga Prasad Saroj,Uttar Pradesh,LALGANJ (SC),,Normal/Others,Gram khaniyra ke mausinganj bazar me highmast light,284857.0,2024-10-22,,,284857.0,2026-03-25,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18227/2024-2025/148784,Lok Sabha,Daroga Prasad Saroj,Uttar Pradesh,LALGANJ (SC),,Normal/Others,Gram rudrapur me hioght mast light,284857.0,2024-10-22,,,284857.0,2026-03-25,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18228/2024-2025/148785,Lok Sabha,Priya Saroj,Uttar Pradesh,MACHHLISHAHR(SC),,Normal/Others,"1- NAZMI ARSHAD S\O ALLAUDDIN, 2- DILSHER S\O JAVWAD ALI URF BUDHDHU, 3- MUJFFAR S\O MUNAUWAR K GHAR KUL 03 NAG SOLAR LIGHT",62688.0,2024-11-21,,,62688.0,2026-02-02,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18227/2024-2025/148786,Lok Sabha,Daroga Prasad Saroj,Uttar Pradesh,LALGANJ (SC),,Normal/Others,Gram revsa me highmast light,284857.0,2024-10-22,,,284857.0,2026-03-25,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18228/2024-2025/148787,Lok Sabha,Priya Saroj,Uttar Pradesh,MACHHLISHAHR(SC),,Normal/Others,GULAB S\O KANHAIYA LAL K GHAR 01 NAG SOLAR LIGHT,20896.0,2024-11-21,,,20896.0,2026-02-02,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18228/2024-2025/148788,Lok Sabha,Priya Saroj,Uttar Pradesh,MACHHLISHAHR(SC),,Normal/Others,DURGESH YADAV S\O RAJENDRA BAHADUR K GHAR 01 NAG SOLAR LIGHT,20896.0,2024-11-21,,,20896.0,2026-02-02,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18227/2024-2025/148789,Lok Sabha,Daroga Prasad Saroj,Uttar Pradesh,LALGANJ (SC),,Normal/Others,gomadih me highmast light kary,284857.0,2024-10-22,,,284857.0,2026-03-25,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18228/2024-2025/148790,Lok Sabha,Priya Saroj,Uttar Pradesh,MACHHLISHAHR(SC),,Normal/Others,"1- AMIK AHMAD ANSARI S\O MOH. ILIYAS, 2- KRISHNA KUMAR GAUTAM S\O DEENA NATH, 3- RAJESH SAHU S\O RAJENDRA SAHU, 4- RAM PAL SINGH S\O KSHAMA NAND SINGH K GHAR KUL 04 NAG SOLAR LIGHT",83584.0,2024-11-21,,,83584.0,2026-02-02,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18138/2024-2025/148791,Lok Sabha,Richard Vanlalhmangaiha,Mizoram,MIZORAM (ST),,Normal/Others,Const of PCC Flooring Kawnpui PS to Vengthar Futsal Ground,250000.0,2024-10-20,,,250000.0,2025-04-01,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18138/2024-2025/148792,Lok Sabha,Richard Vanlalhmangaiha,Mizoram,MIZORAM (ST),,Normal/Others,Construction of PCC Flooring at  Mualvum Govt. Middle School Road. Mualvum Kawnpui,1000000.0,2024-10-20,,,1000000.0,2025-04-01,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18138/2024-2025/148793,Lok Sabha,Richard Vanlalhmangaiha,Mizoram,MIZORAM (ST),,Normal/Others,Construction of Agriculture linkl road at Archaw Lian Zau at N Chaltlang,1000000.0,2024-10-20,,,1000000.0,2026-02-05,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18138/2024-2025/148794,Lok Sabha,Richard Vanlalhmangaiha,Mizoram,MIZORAM (ST),,Normal/Others,Construction of Ragid Pavment at Harmon Veng Vairengte,1000000.0,2024-10-20,,,1000000.0,2026-02-15,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18138/2024-2025/148795,Lok Sabha,Richard Vanlalhmangaiha,Mizoram,MIZORAM (ST),,Normal/Others,Construction of Step with chequer tile with railing and side drain and Retaining Wall Near SCI Biak In,1000000.0,2024-10-20,,,1000000.0,2026-02-14,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18138/2024-2025/148796,Lok Sabha,Richard Vanlalhmangaiha,Mizoram,MIZORAM (ST),,Normal/Others,Construction of PCC Flooring at Community Hall road at chuntlang,250000.0,2024-10-20,,,250000.0,2025-09-24,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18138/2024-2025/148797,Lok Sabha,Richard Vanlalhmangaiha,Mizoram,MIZORAM (ST),,Normal/Others,Construction of BNRGSK Step at Hreichhuk,250000.0,2024-10-20,,,250000.0,2025-09-24,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18138/2024-2025/148798,Lok Sabha,Richard Vanlalhmangaiha,Mizoram,MIZORAM (ST),,Normal/Others,"Construction of Wating Shed at Leitan, bawngthat",250000.0,2024-10-20,,,250000.0,2025-09-24,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18138/2024-2025/148799,Lok Sabha,Richard Vanlalhmangaiha,Mizoram,MIZORAM (ST),,Normal/Others,Construction of Footh path at S Sabual Govt. Primary School,250000.0,2024-10-20,,,250000.0,2025-09-24,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18138/2025-2026/148800,Lok Sabha,Richard Vanlalhmangaiha,Mizoram,MIZORAM (ST),,Normal/Others,PCC pavement of Internal Road at Sesawm(Zarzoliana house to Anganwadi Centre III: 40 Metres),250000.0,2024-10-20,,,250000.0,2026-02-25,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18138/2025-2026/148801,Lok Sabha,Richard Vanlalhmangaiha,Mizoram,MIZORAM (ST),,Normal/Others,Construction of internal Road at Marpara South Marpara South,250000.0,2024-10-20,,,250000.0,2026-02-25,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18138/2025-2026/148802,Lok Sabha,Richard Vanlalhmangaiha,Mizoram,MIZORAM (ST),,Normal/Others,PCC pavement of Internal Road at New Khawlek(Pu Lawma's house to Baptist Church: 40 mtres),250000.0,2024-10-20,,,250000.0,2026-02-25,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18138/2025-2026/148803,Lok Sabha,Richard Vanlalhmangaiha,Mizoram,MIZORAM (ST),,Normal/Others,PCC pavement of Internal Road at Dengsur(Pu Lawma's house to Anganwadi Centre: 40 mtres),250000.0,2024-10-20,,,250000.0,2026-02-25,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18138/2025-2026/148804,Lok Sabha,Richard Vanlalhmangaiha,Mizoram,MIZORAM (ST),,Normal/Others,PCC pavement of Internal Road at Putlungasih(Pu Zarzoliana's house to Pu Lallunghnema's house: 40 mtres),250000.0,2024-10-20,,,250000.0,2025-10-13,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18138/2025-2026/148805,Lok Sabha,Richard Vanlalhmangaiha,Mizoram,MIZORAM (ST),,Normal/Others,"Construction of waiting shed near Health Sub Centre, Zawlpui",250000.0,2024-10-20,,,250000.0,2025-10-13,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18138/2025-2026/148806,Lok Sabha,Richard Vanlalhmangaiha,Mizoram,MIZORAM (ST),,Normal/Others,Construction of Retaining wall and RCC Side drain 55mtrs near Sawiveli’s house at Bunghmun,500000.0,2024-10-20,,,500000.0,2026-02-25,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18138/2025-2026/148807,Lok Sabha,Richard Vanlalhmangaiha,Mizoram,MIZORAM (ST),,Normal/Others,Construction of pavilion at Public Playground at Chhumkhum,250000.0,2024-10-20,,,250000.0,2025-10-13,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18138/2025-2026/148808,Lok Sabha,Richard Vanlalhmangaiha,Mizoram,MIZORAM (ST),,Normal/Others,PCC pavement of Internal Road at Rangte(Main Road to RMSA High School: 50 mtres),250000.0,2024-10-20,,,250000.0,2025-10-13,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18138/2024-2025/148809,Lok Sabha,Richard Vanlalhmangaiha,Mizoram,MIZORAM (ST),,Normal/Others,improvement/Maintenance / clearing Landslip of Road between Zyhno( zawngling) and R.Khemu at Zyhno,1000000.0,2024-10-20,,,1000000.0,2026-02-11,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18138/2024-2025/148810,Lok Sabha,Richard Vanlalhmangaiha,Mizoram,MIZORAM (ST),,Normal/Others,Construction of Urinal Shed at Tipa V-II (Bus stand),250000.0,2024-10-20,,,250000.0,2026-02-11,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18138/2024-2025/148811,Lok Sabha,Richard Vanlalhmangaiha,Mizoram,MIZORAM (ST),,Normal/Others,Construction of Urinal Shed at New laty,250000.0,2024-10-20,,,250000.0,2026-02-11,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18138/2024-2025/148812,Lok Sabha,Richard Vanlalhmangaiha,Mizoram,MIZORAM (ST),,Normal/Others,Construction of Urinal Shed at Maisa,250000.0,2024-10-20,,,250000.0,2026-02-11,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18138/2024-2025/148813,Lok Sabha,Richard Vanlalhmangaiha,Mizoram,MIZORAM (ST),,Normal/Others,Construction of Urinal Shed at Vahia,250000.0,2024-10-20,,,250000.0,2026-02-11,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18138/2024-2025/148814,Lok Sabha,Richard Vanlalhmangaiha,Mizoram,MIZORAM (ST),,Normal/Others,Construction of Urinal Shed at Zyhno,250000.0,2024-10-20,,,250000.0,2026-02-11,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18138/2024-2025/148815,Lok Sabha,Richard Vanlalhmangaiha,Mizoram,MIZORAM (ST),,Normal/Others,Construction of Urinal Shed at Sialtlai,250000.0,2024-10-20,,,250000.0,2026-02-11,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18138/2024-2025/148816,Lok Sabha,Richard Vanlalhmangaiha,Mizoram,MIZORAM (ST),,Normal/Others,Construction of Urinal Shed at Siata,250000.0,2024-10-20,,,250000.0,2026-02-13,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18138/2024-2025/148817,Lok Sabha,Richard Vanlalhmangaiha,Mizoram,MIZORAM (ST),,Normal/Others,Construction of Urinal Shed at Theiva,250000.0,2024-10-20,,,250000.0,2026-02-13,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18138/2024-2025/148818,Lok Sabha,Richard Vanlalhmangaiha,Mizoram,MIZORAM (ST),,Normal/Others,Construction of Waiting Shed at Iana,250000.0,2024-10-20,,,250000.0,2026-02-13,,True,False,False,True,False,Recommended (Pending Sanction)
WS/MP18138/2024-2025/148819,Lok Sabha,Richard Vanlalhmangaiha,Mizoram,MIZORAM (ST),,Normal/Others,Construction of Urinal Shed at Meisatla,250000.0,2024-10-20,,,250000.0,2026-02-13,,True,False,False,True,False,Recommended (Pending Sanction)
